,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added
7069,s7070,TV Show,India: Nature's Wonderland,Unknown,"Liz Bonnin, Jon Gupta, Freida Pinto",United Kingdom,2017-03-01,2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.,2017,3
7085,s7086,TV Show,Intelligence,Unknown,"Ian Tracey, Klea Scott, John Cassini, Matt Frewer, Alana Husband, Kyla Wise, Camille Sullivan, Darcy Laurie, Eugene Lipinski, Michael Eklund",Canada,2017-07-19,2007,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas",Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.,2017,7
7098,s7099,TV Show,Iron Man: Armored Adventures,Unknown,"Adrian Petriw, Daniel Bacon, Anna Cummer, Vincent Tong, Kristie Marsden, Mackenzie Gray, Lisa Ann Beley, Alistair Abell, Catherine Lough Haggquist, Fred Henderson","Canada, United States, United Kingdom, France, Luxembourg",2020-08-01,2011,TV-Y7,2 Seasons,Kids' TV,Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.,2020,8
7101,s7102,TV Show,마녀사냥,Unknown,"Si-kyung Sung, Se-yoon Yoo, Dong-yup Shin, Ji-woong Heo, Sam Hammington",South Korea,2018-02-19,2015,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows","Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness.",2018,2
7120,s7121,TV Show,Japanese Style Originator,Unknown,"Takeo Chii, Hisako Manda, Takahiro Azuma, Kazuya Masuda",Japan,2017-05-01,2008,TV-G,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today.",2017,5
7123,s7124,TV Show,Jeopardy!,Unknown,Alex Trebek,United States,2020-12-18,2019,TV-G,2 Seasons,Reality TV,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more.",2020,12
7125,s7126,TV Show,Jericho,Unknown,"Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell, Brad Beyer, April Parker-Jones, Alicia Coppola, Pamela Reed, Bob Stephenson, Gerald McRaney, Clare Carey, Richard Speight Jr., Michael Gaston, Erik Knudsen, Shoshannah Stern, Sprague Grayden",United States,2017-08-16,2008,TV-14,2 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas","Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos.",2017,8
7129,s7130,TV Show,Jhansi Ki Rani,Unknown,"Ulka Gupta, Sameer Dharmadhikari, Amit Pachori, Shailesh Dattar, Aruna Irani",India,2017-06-01,2009,TV-14,1 Season,"International TV Shows, TV Dramas","In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence.",2017,6
7142,s7143,TV Show,Juana Brava,Unknown,"Elisa Zulueta, Alejandro Trejo, Lucas Balmaceda, Gastón Salgado, Nelson Brodt, Emilia Noguera, Daniel Guillón, Ángela Lineros",Chile,2017-03-20,2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.",2017,3
7143,s7144,TV Show,Juana Inés,Unknown,"Arcelia Ramírez, Arantza Ruiz, Hernán Del Riego, Margarita Sanz, Lisa Owen, Yolanda Corrales, Carlos Valencia, Mauricio Isaac, Pedro de Tavira Egurrola, Emilio Savinni, Néstor Galván, Paulina Matos, Alberto Collado, Rocío García, Luis Maya, Clementina Guadarrama",Mexico,2017-01-27,2016,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.",2017,1
7148,s7149,TV Show,Julius Jr.,Unknown,"Elizabeth Daily, Julie Lemieux, Athena Karkanis, Benjamin Israel, Stephanie Lynn Robinson",United States,2015-11-03,2014,TV-Y,2 Seasons,Kids' TV,Paul Frank's fun artwork comes to life in this show that follows monkey Julius Jr. and his friends as they explore the world and help each other out.,2015,11
7155,s7156,TV Show,K,Unknown,"Daisuke Namikawa, Daisuke Ono, Mikako Komatsu, Kenjiro Tsuda, Tomokazu Sugita, Yui Horie, Takahiro Sakurai, Jun Fukuyama, Yuichi Nakamura, Miyuki Sawashiro, Mamoru Miyano, Satomi Sato, Yuki Kaji, Tetsuya Kakihara, Shozo Iizuka",Japan,2016-12-01,2012,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows","A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.",2016,12
7157,s7158,TV Show,Kaçak,Unknown,"Gürkan Uygun, Mustafa Avkıran, Berk Hakman, Begüm Birgören, Özlem Yılmaz, Yağmur Tanrısevsin, İnanç Konukçu, Hasan Küçükçetin, Metin Coşkun, Selda Özer, Yağız Atakan Savaş, Burak Deniz, Cengiz Sezici, Haluk Bilginer, Tuğba Melis Türk",Turkey,2016-12-26,2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.,2016,12
7168,s7169,Movie,Kanika,Unknown,"Sharad Ponkshe, Smita Shewale",India,2018-03-01,2017,TV-14,110 min,"Horror Movies, International Movies, Thrillers",A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.,2018,3
7177,s7178,TV Show,Ken Burns: The West,Unknown,Peter Coyote,United States,2017-03-14,1996,TV-PG,1 Season,Docuseries,Historian Ken Burns and his team bring to life the challenges Americans faced in the 19th century as they embarked on westward expansion.,2017,3
7182,s7183,TV Show,Khaani,Unknown,"Feroze Khan, Sana Javed, Mehmood Aslam, Saman Ansari, Qavi Khan, Salma Hasan, Rashid Farooqi, Muhammad Mubarik Ali",Pakistan,2019-08-01,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice.",2019,8
7184,s7185,TV Show,Khan: No. 1 Crime Hunter,Unknown,Rajesh Sharma,India,2018-05-01,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies","From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories.",2018,5
7185,s7186,TV Show,Khelti Hai Zindagi Aankh Micholi,Unknown,"Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah",India,2017-04-01,2013,TV-14,1 Season,"International TV Shows, TV Dramas","The life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family.",2017,4
7187,s7188,TV Show,Khotey Sikkey,Unknown,"Vikas Kumar, Hassan Zaidi, Sukhmani Sadana, Puru Chibber, Dilkhush, Mark Farokh Parakh",India,2018-03-15,2011,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.,2018,3
7215,s7216,TV Show,Kitten Rescuers,Unknown,Jo Brand,United Kingdom,2019-10-02,2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.,2019,10
7217,s7218,TV Show,Knights of Sidonia,Unknown,"Ryota Osaka, Aya Suzaki, Aki Toyosaki, Takahiro Sakurai, Hisako Kanemoto, Eri Kitamura, Sayaka Ohara, Tomohiro Tsuboi, Takehito Koyasu, Satomi Arai, Atsuko Tanaka, Nanako Mori, Takako Honda, Kohsuke Toriumi, Ayane Sakura, Osamu Saka",Japan,2019-12-01,2015,TV-MA,2 Seasons,"Anime Series, International TV Shows",A hero rises to save a world that's also a spaceship under siege by an alien threat in this original anime series based on the popular manga comic.,2019,12
7245,s7246,TV Show,Kurt Seyit & Sura,Unknown,"Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu",Turkey,2016-12-26,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.,2016,12
7256,s7257,TV Show,La Piloto,Unknown,"Livia Brito, Juan Eduardo Colucho, Arap Bethke, María Fernanda Yépes, Alejandro Nones, María De La Fuente, Verónica Montes, Natasha Domínguez, María Fernanda García, Mauricio Aspe, Stephanie Salas, Tommy Vasquez, Macarena Achaga",Mexico,2018-04-02,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Dreaming her whole life of becoming a pilot, Yolanda finds work as a flight attendant, unaware she'll soon be thrust into a drug smuggling operation.",2018,4
7257,s7258,TV Show,La Rosa de Guadalupe,Unknown,"Milia Nader, Francisco Avendaño, Diego Lara, Sandra Itzel, Marisol del Olmo, Aleyda Gallardo, Gerardo Murguía, Roxana Saucedo, Emmanuel Orenday, Maru Dueñas",Mexico,2019-01-15,2010,TV-PG,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows","This series responds to the need to believe in miracles, dreams, love stories and happy endings, with positive characters.",2019,1
7263,s7264,Movie,Lady-Like,Unknown,"Allie Gallerani, Beverly D'Angelo, Olivia Luccardi, Stephanie Simbari, Nick Clark, Brian Wiles",United States,2019-01-18,2018,NC-17,83 min,"Comedies, Independent Movies","After she pushes her best friend Kort to date a handsome transfer student, college student Allie is left to tackle adulthood on her own.",2019,1
7264,s7265,TV Show,"Lady, la vendedora de rosas",Unknown,"Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas",Colombia,2018-04-01,2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.",2018,4
7266,s7267,TV Show,Land Girls,Unknown,"Becci Gemmell, Susan Cookson, Mark Benton, Mykola Allen, Sophie Ward, Jo Woodcock, Seline Hizli, Liam Boyle, Danny Webb, Nicholas Shaw, Carolyn Pickles, David Schofield, Summer Strallen, Christine Bottomley",United Kingdom,2017-08-01,2011,TV-14,3 Seasons,"British TV Shows, International TV Shows, TV Dramas","Follow the lives, loves, highs and lows of four members of the Women's Land Army who are working at the Hoxley Estate during WWII.",2017,8
7268,s7269,TV Show,Last,Unknown,"Kye-sang Yoon, Beom-su Lee, Ye-ji Seo, Won-sang Park, Ye-jin Park, Hyung-jin Gong, Jong-jun Jeong, Se-ha Ahn, Jae-yee Goo, Yong-woo Lee",South Korea,2017-05-22,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","When his big stock plan fails, a hotshot fund manager winds up homeless and must learn the secret ranking system of the street in order to survive.",2017,5
7279,s7280,TV Show,Learning Time with Timmy,Unknown,Saskia Portway,United Kingdom,2020-05-15,2018,TV-Y,1 Season,"British TV Shows, Kids' TV",Colorful characters and edutaining activities help make learning English fun in this series geared toward youngsters.,2020,5
7285,s7286,TV Show,Legends of Strength,Unknown,"Eugen Sandow, Apollon",United States,2019-01-18,2017,TV-PG,1 Season,Docuseries,"From a circus entertainer to a grip master, meet the bodybuilding heroes who defied physical limits and redefined the meaning of strength.",2019,1
7300,s7301,TV Show,Life on Location,Unknown,David Attenborough,United States,2015-04-22,2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Members of the BBC's ""Life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program.",2015,4
7301,s7302,TV Show,Life Story,Unknown,David Attenborough,United Kingdom,2016-06-20,2014,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.,2016,6
7307,s7308,TV Show,Limmy's Show!,Unknown,"Brian Limond, Debbie Welsh, Tom Brogan, Raymond Mearns, Kirstin McLean",United Kingdom,2019-10-01,2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies","Scottish comic Brian ""Limmy"" Limond headlines this sketch series featuring him in various roles from a TV psychic to costumed adventurer ""Falconhoof.""",2019,10
7321,s7322,TV Show,Liv and Maddie,Unknown,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",United States,2017-04-23,2017,TV-G,4 Seasons,"Kids' TV, TV Comedies","After four years in Hollywood as a television star, Liv returns to Wisconsin to discover that either she – or her family – has changed.",2017,4
7325,s7326,TV Show,Lo que la vida me robó,Unknown,"Angelique Boyer, Sebastián Rulli, Luis Roberto Guzmán, Osvaldo Benavides, Daniela Castro, Ana Bertha Espín, Gabriela Rivero, Alejandro Ávila, Alejandra García, Carlos de la Mota, Sergio Sendel, Ferdinando Valencia, Grettell Valdez, Verónica Jaspeado, Margarita Magaña, Alexis Ayala, Alejandra Procuna, Juan Carlos Barreto",Mexico,2017-12-31,2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","In seaside Aguazul, beautiful Montserrat and her wily mother tangle with lovers, gangsters, financial ruin, obsession – and murder.",2017,12
7331,s7332,TV Show,LoliRock,Unknown,"Kazumi Evans, Kelly Sheridan, Vincent Tong, Ashleigh Ball, Tabitha St. Germain, Mackenzie Gray, Matt Ellis, James Kirk, Chiara Zanni","South Korea, France",2018-05-01,2016,TV-Y,2 Seasons,Kids' TV,A teenager with a beautiful voice becomes a pop star but discovers she has powers that come from a magical realm where she's a lost princess.,2018,5
7342,s7343,TV Show,Lost Girl,Unknown,"Anna Silk, Kris Holden-Ried, Ksenia Solo, Richard Howland, Zoie Palmer, K.C. Collins",Canada,2016-04-17,2015,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries","Discovering she's a succubus who sustains herself by feeding on the sexual energy of humans, seductive Bo sets out on a journey to understand herself.",2016,4
7343,s7344,TV Show,Love Cuisine,Unknown,"Lego Lee, Allison Lin, Duncan Chow, Nita Lei, Hank Wu, Calvin Lee, Fu Lei",Taiwan,2016-08-01,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A successful Taiwanese chef moves home from Europe to teach at a cooking school. He soon clashes with a pretty teacher he met under odd circumstances.,2016,8
7348,s7349,TV Show,Love Rain,Unknown,"Keun-suk Jang, Yoon-ah Im, Shi-hoo Kim, Eun-seo Son, In-guk Seo, Bo-ra Hwang, Jin-young Jung, Mi-sook Lee",South Korea,2018-05-01,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A story of two couples' journey of new love, loss and unexpected reunion spans decades, from the 1970s through present day.",2018,5
7353,s7354,TV Show,Love Your Garden,Unknown,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth",United Kingdom,2019-07-26,2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.,2019,7
7359,s7360,TV Show,Lucky Days,Unknown,"Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien",China,2016-09-01,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.",2016,9
7368,s7369,TV Show,Mad Men,Unknown,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Aaron Staton, Rich Sommer, John Slattery, Kiernan Shipka, Robert Morse, Michael Gladis, Christopher Stanley, Bryan Batt, Jared Harris, Jessica Paré, Alison Brie, Jay R. Ferguson, Ben Feldman, Mark Moses, Alexa Alemanni, Julie McNiven",United States,2015-03-22,2014,TV-14,7 Seasons,TV Dramas,"Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.",2015,3
7376,s7377,TV Show,Magi: Adventure of Sinbad,Unknown,"Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai, Keiji Fujiwara, Akira Ishida, Katsuyuki Konishi, Yoko Hikasa, Ai Kayano, Takehito Koyasu, Hiroki Touchi",Japan,2016-07-14,2016,TV-14,1 Season,"Anime Series, International TV Shows",The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.,2016,7
7381,s7382,TV Show,Maharakshak Devi,Unknown,"Umang Jain, Indraneil Sengupta, Rohit Bakshi, Karan Suchak, Shresth Kumar, Ankit Gera, Rushiraj Pawar, Nikita Sharma, Varun Kapoor, Kamalika Guha Thakurta, Sahil Uppal, Charu Asopa",India,2017-04-15,2015,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings.",2017,4
7382,s7383,TV Show,Maharakshak: Aryan,Unknown,"Aakarshan Singh, Vikramjeet Virk, Reena Aggarwal, Khalid Siddiqui, Abigail Jain, Rishabh Jain",India,2017-04-01,2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats.",2017,4
7383,s7384,TV Show,Mahi Way,Unknown,"Pushtii Shakti, Viraf Patel, Siddhant Karnick, Monica Khanna, Amrita Raichand, Suparna Marwah, Mark Farokh Parekh",India,2018-03-01,2010,TV-14,1 Season,"International TV Shows, TV Comedies","Though worried she's doomed to be single forever, Mahi embraces her vivacious and creative nature while working to tame her inner critic.",2018,3
7385,s7386,TV Show,Mahmut & Meryem,Unknown,"Aras Bulut İynemli, Eva Dedova, Fahreddin Manafov, Melahat Abbasova, Polat Bilgin, Mehmet Çevik, Shamil Suleimanov, Şafak Başkaya, İlker Kızmaz, Kristina Krepela, Ufuk Şen","Turkey, Azerbaijan",2016-12-26,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father.",2016,12
7408,s7409,TV Show,Married at First Sight,Unknown,"Viviana Coles, Calvin Roberson, Pepper Schwartz",United States,2020-04-13,2019,TV-14,1 Season,"Reality TV, Romantic TV Shows","Set up by experts, four couples meet at the altar for the first time and test their compatibility after the wedding.",2020,4
7418,s7419,TV Show,Mary Portas: Secret Shopper,Unknown,Mary Portas,United Kingdom,2019-07-26,2016,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.,2019,7
7447,s7448,TV Show,Merlí,Unknown,"Francesc Orella, David Solans, Candela Antón, Albert Baró, Adrian Grösser, Marcos Franz, Pau Poch, Júlia Creus, Carlos Cuevas, Elisabet Casanovas, Iñaki Mur, Pau Durà, Pere Ponce, Mar del Hoyo, Rubén de Eguia, Patrícia Bargalló, Assun Planas, Pep Jové, Anna Maria Barbany, Marta Marco, Jordi Martínez, Victòria Pagès, Marta Domingo, Anna Ycobalzeta, Oriol Pla, Pepa López",Spain,2016-12-01,2015,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows","An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son.",2016,12
7453,s7454,TV Show,Midnight Misadventures With Mallika Dua,Unknown,Mallika Dua,India,2019-04-01,2018,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","In this talk show, comedian Mallika Dua serves up big laughs as Shalishka and whips up a meal with her celebrity pals who dish on their diets and lives.",2019,4
7459,s7460,TV Show,Minute to Win It,Unknown,Apolo Anton Ohno,United States,2018-12-15,2013,TV-PG,1 Season,Reality TV,"In this game show hosted by Olympian Apolo Anton Ohno, contestants compete by completing 60-second challenges using common household items.",2018,12
7463,s7464,TV Show,Miss Dynamite,Unknown,"Camila Sodi, Iván Sánchez, José María de Tavira, Hugo Stiglitz, José Sefami, Mauricio Isaac, Paulina Gaitán, Mara Cuevas, Mario Zaragoza, Alejandro Durán, Emilio Savinni, Pakey Vázquez, Anilú Pardo, Claudette Maillé, Rodrigo Murray, Camila Selser, Saúl Lisazo, Eréndira Ibarra",Mexico,2018-05-05,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels.",2018,5
7468,s7469,TV Show,Miss Rose,Unknown,"Roy Chiu, Megan Lai, Paul Hsu, Tia Lee, Chunya Chao, Puff Kuo, Blaire Chang",Taiwan,2016-08-01,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Resolving to get married soon, hardworking Si-yi finds love in an unexpected place, but her ex and her job interfere with her plans.",2016,8
7480,s7481,TV Show,Momo Salon,Unknown,"Lizzy, Jung-min Park, Sang-hee Lee",South Korea,2017-07-01,2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business.",2017,7
7485,s7486,TV Show,Monkey Planet,Unknown,George McGavin,United Kingdom,2017-03-31,2014,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Join zoologist Dr. George McGavin for a fascinating, up-close look at the habits and behaviors of primates, our closest animal relatives.",2017,3
7502,s7503,TV Show,Monster Math Squad,Unknown,"Julie Sype, Cory Doran, Annick Obonsawin, Jenna Warren",Canada,2020-05-15,2012,TV-Y,2 Seasons,Kids' TV,"Max, Lily and Goo love to put their minds together and use their math skills to overcome any obstacle, even ones with two left feet or ten thumbs.",2020,5
7505,s7506,TV Show,Monty Don's Italian Gardens,Unknown,Monty Don,United Kingdom,2019-07-26,2011,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens.",2019,7
7521,s7522,TV Show,Mr. Young,Unknown,"Brendan Meyer, Matreya Fedor, Gig Morton, Kurt Ostlund, Emily Tennant, Milo Shandel",Canada,2019-04-16,2013,TV-G,2 Seasons,"Kids' TV, TV Comedies","After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!",2019,4
7529,s7530,TV Show,Mutant Busters,Unknown,"Dermot Arrigan, James Giblin, Noah Levin, Molly Malcolm, Colin Morgan, Benjamin Nathan-Serio, Alex Wagner, Joshua Zamrycki",Spain,2017-06-01,2017,TV-PG,2 Seasons,"Kids' TV, TV Comedies","After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion.",2017,6
7538,s7539,TV Show,My Hotter Half,Unknown,Melvin Odoom,United Kingdom,2019-07-22,2017,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV","Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover.",2019,7
7547,s7548,TV Show,My Tattoo Addiction,Unknown,Julian Barratt,United Kingdom,2019-02-01,2013,TV-MA,1 Season,"British TV Shows, Docuseries",Ink junkies dig skin deep and share personal stories about their collection of body art.,2019,2
7551,s7552,TV Show,Mystery Science Theater 3000,Unknown,"Joel Hodgson, Michael J. Nelson, Kevin Murphy, Trace Beaulieu, Jim Mallon, Frank Conniff, Mary Jo Pehl, Bill Corbett, Patrick Brantseg, J. Elvis Weinstein",United States,2018-03-15,1999,TV-14,1 Season,"TV Comedies, TV Sci-Fi & Fantasy",Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies they're forced to watch in these classic MST3K episodes.,2018,3
7568,s7569,TV Show,Nature: Animals With Cameras,Unknown,Gordon Buchanan,"United Kingdom, United States",2018-10-01,2018,TV-PG,1 Season,"Docuseries, Science & Nature TV","With custom-built cameras attached to their bodies, animals from nine species offer a rare and intimate glimpse into their lives.",2018,10
7569,s7570,TV Show,NATURE: Natural Born Hustlers,Unknown,Kevin Draine,United States,2017-03-01,2016,TV-G,1 Season,"Docuseries, Science & Nature TV","Sometimes being shady is the only way to survive, a fact these sneaky animal ""hustlers"" – including orcas, owls and otters – use to their advantage.",2017,3
7570,s7571,Movie,Nature: Raising the Dinosaur Giant,Unknown,David Attenborough,United States,2017-03-01,2016,TV-G,53 min,Documentaries,Sir David Attenborough examines a recently discovered collection of dinosaur fossils. CGI and 3-D scans reveal what the beast may have looked like.,2017,3
7571,s7572,TV Show,Nature's Great Events (2009),Unknown,David Attenborough,"United States, United Kingdom",2015-10-10,2009,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events.",2015,10
7572,s7573,TV Show,Nature's Great Events: Diaries,Unknown,David Attenborough,"United States, United Kingdom",2015-04-22,2009,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.,2015,4
7573,s7574,TV Show,Nature's Great Race,Unknown,Liz Bonnin,United Kingdom,2017-10-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys.",2017,10
7574,s7575,TV Show,Nature's Weirdest Events,Unknown,Chris Packham,United Kingdom,2019-09-01,2015,TV-PG,3 Seasons,"British TV Shows, Docuseries, Science & Nature TV","Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities.",2019,9
7588,s7589,TV Show,Ninja Hattori,Unknown,"Junko Hori, Masako Sugaya, Yuko Mita, Kaneta Kimotsuki, Kenichi Ogata, Eiko Yamada, Yuzuru Fujimoto, Yuri Nashiwa, Runa Akiyama, Issei Futamata",Japan,2018-12-23,1981,TV-Y7,1 Season,"Anime Series, Kids' TV","Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja.",2018,12
7589,s7590,TV Show,Ninja Turtles: The Next Mutation,Unknown,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong","Canada, United States",2016-01-01,1997,TV-G,1 Season,"Kids' TV, TV Comedies",Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.,2016,1
7593,s7594,TV Show,Nobel,Unknown,"Aksel Hennie, Tuva Novotny, Anders Danielsen Lie, Mads Sjøgård Pettersen, Danica Curcic, Christian Rubeck, Odd Magnus Williamson, Mattis Herman Nyquist, Hallvard Holmen, Atheer Adel, Mohammad-Ali Behboudi, Ayesha Wolasmal, Ramin Yazdani, Rolf Kristian Larsen, Dennis Storhøi",Norway,2016-12-10,2016,R,1 Season,"International TV Shows, TV Dramas, TV Thrillers",A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.,2016,12
